	Site	Site_Main geographic region	Site_Country	Site_Province / Region	Site_Locality	Site_Latitude	Site_Longitude	Site_Site type	Site_description	Site_Quantity	Site_note	Individual	Individual_Archaeologist group	Individual_Archaeologist ID	Individual_Date	Individual_Datation method	Individual_Age	Individual_Gender	Individual_Linked individuals	Individual_description	Individual_Quantity	Individual_note	Skeleton Element	Skeleton Element_Storage	Skeleton Element_Exportation Permit Number	Skeleton Element_Bone type	Skeleton Element_Skeleton element	Skeleton Element_Archaeologist sample ID	Skeleton Element_Observation Drilling	Skeleton Element_Pictures Labelling	Skeleton Element_Observation Labelling	Skeleton Element_Pictures Drilling	Skeleton Element_description	Skeleton Element_Quantity	Skeleton Element_note	Extract	Extract_Storage	Extract_Date of drilling	Extract_Person in charge	Extract_Laboratory where processed	Extract_Extract Type	Extract_Conservation	Extract_Pathology description	Extract_Pathology	Extract_Taken for extraction	Extract_Extraction Comment	Extract_density UDG treatment (ng/uL)	Extract_Volume UDG treatment (uL)	Extract_mass UDG in Tube (ng)	Extract_Extracted	Extract_description	Extract_Quantity	Extract_note	Non Indexed Library	Non Indexed Library_Storage	Non Indexed Library_Person in charge	Non Indexed Library_Date of preparation	Non Indexed Library_Labroatory where prepared	Non Indexed Library_UDG treatment type	Non Indexed Library_SSB and Adapters dilution type	Non Indexed Library_Temporary UDG treated extract location	Non Indexed Library_Initial Volume (uL)	Non Indexed Library_Remaining Volume (uL)	Non Indexed Library_description	Non Indexed Library_Quantity	Non Indexed Library_note	Indexed Library	Indexed Library_Storage	Indexed Library_Person in charge	Indexed Library_Laboratory where processed	Indexed Library_Date of preparation	Indexed Library_qPCR	Indexed Library_number of Ct	Indexed Library_Date of qPCR	Indexed Library_qPCR Comment 	Indexed Library_Dual Unique Index ID	Indexed Library_Indexing PCR (# cycles)	Indexed Library_Density QC-1 nmol/L	Indexed Library_Number of QC performed	Indexed Library_Density QC-1 ng/uL	Indexed Library_QC-1 Elution Volume of Library (uL)	Indexed Library_QC-1 Average Read Length (bp)	Indexed Library_Library Profile	Indexed Library_QC-1 date	Indexed Library_Volume taken for indexing (uL)	Indexed Library_Indexing PCR date	Indexed Library_Sample well in library profile file	Indexed Library_description	Indexed Library_Quantity	Indexed Library_note
453	Laguna del Diamante Sitio 13	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Laguna del Diamante	-34.2323	-69.70235	rockshelter	Nothing entered	1.0Unit	Updated from API	AR0156	Ramiro Barberena	1	NA	NA	35-49	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0156.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	M2d Md	LD1	longitudinal cut, crown broke when cutting, crown very shallow will be difficult very good calculus, althouhg the weight of true calculus seems to be very light bc non-dense, FULL of CARIES, black spots all over the places, black crown, sampled a part of root that is black	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LagunaDelDiamante/AR0156.1	Black dots everywhere	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0156.1	ongitudinal cut, crown broke when cutting, crown very shallow will be difficult very good calculus, althouhg the weight of true calculus seems to be very light bc non-dense, FULL of CARIES, black spots all over the places, black crown, sampled a part of root that is black	1.0Unit	Updated from API	AR0156.1.02	Tom Gilbert Freezer, bag A1 + A2, root extraction	2021-05-20	Maria Lopopolo	Hannes Schroeder	root	cleaned from black spots, so this is the clean root sample	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.087Gram	Nothing entered	AR0156.1.0200	Freezer 4, drawer 5, UDG-SCR libraries no... 2	Maria Lopopolo	2021-07-15	Copenhagen	partial	c4	not kept	50	30		3.5e-05Liter		AR0156.1.0201	Sequencing	Maria Lopopolo	Copenhagen	2021-07-20	yes	10.31	2021-07-15	Set-up used (second denaturation was 15'') 2 cycles subtracted from qPCR suggestion	5	8	21.0836	1	3.1407	40	245		2021-07-23	20	2021-07-20	E11		3.5e-05Liter	
454	Laguna del Diamante Sitio 13	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Laguna del Diamante	-34.2323	-69.70235	rockshelter	Nothing entered	1.0Unit	Updated from API	AR0156	Ramiro Barberena	1	NA	NA	35-49	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0156.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	M2d Md	LD1	longitudinal cut, crown broke when cutting, crown very shallow will be difficult very good calculus, althouhg the weight of true calculus seems to be very light bc non-dense, FULL of CARIES, black spots all over the places, black crown, sampled a part of root that is black	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LagunaDelDiamante/AR0156.1	Black dots everywhere	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0156.1	ongitudinal cut, crown broke when cutting, crown very shallow will be difficult very good calculus, althouhg the weight of true calculus seems to be very light bc non-dense, FULL of CARIES, black spots all over the places, black crown, sampled a part of root that is black	1.0Unit	Updated from API	AR0156.1.03	Tom Gilbert Freezer, bag A1 + A2, root back-up	2021-05-20	Maria Lopopolo	Hannes Schroeder	root	back-up from th cleaned bit of root	Nothing entered	yes	no	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.11Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
455	Laguna del Diamante Sitio 13	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Laguna del Diamante	-34.2323	-69.70235	rockshelter	Nothing entered	1.0Unit	Updated from API	AR0156	Ramiro Barberena	1	NA	NA	35-49	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0156.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	M2d Md	LD1	longitudinal cut, crown broke when cutting, crown very shallow will be difficult very good calculus, althouhg the weight of true calculus seems to be very light bc non-dense, FULL of CARIES, black spots all over the places, black crown, sampled a part of root that is black	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LagunaDelDiamante/AR0156.1	Black dots everywhere	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0156.1	ongitudinal cut, crown broke when cutting, crown very shallow will be difficult very good calculus, althouhg the weight of true calculus seems to be very light bc non-dense, FULL of CARIES, black spots all over the places, black crown, sampled a part of root that is black	1.0Unit	Updated from API	AR0156.1.04	Tom Gilbert Freezer, bag A1 + A2, root extraction	2021-05-20	Maria Lopopolo	Hannes Schroeder	root	this is the root sampl with BLACK spots on it, see pictures	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.089Gram	Nothing entered	AR0156.1.0400	Freezer 4, drawer 5, UDG-SCR libraries no... 2	Maria Lopopolo	2021-07-15	Copenhagen	partial	c5	not kept	50	30		3.5e-05Liter		AR0156.1.0401	Sequencing	Maria Lopopolo	Copenhagen	2021-07-20	yes	12.43	2021-07-15	Set-up used (second denaturation was 15'') 2 cycles subtracted from qPCR suggestion	23	10	22.1286	1	3.2445	40	241		2021-07-23	20	2021-07-20	F11		3.5e-05Liter	
456	Laguna del Diamante Sitio 13	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Laguna del Diamante	-34.2323	-69.70235	rockshelter	Nothing entered	1.0Unit	Updated from API	AR0156	Ramiro Barberena	1	NA	NA	35-49	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0156.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	M2d Md	LD1	longitudinal cut, crown broke when cutting, crown very shallow will be difficult very good calculus, althouhg the weight of true calculus seems to be very light bc non-dense, FULL of CARIES, black spots all over the places, black crown, sampled a part of root that is black	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LagunaDelDiamante/AR0156.1	Black dots everywhere	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0156.1	ongitudinal cut, crown broke when cutting, crown very shallow will be difficult very good calculus, althouhg the weight of true calculus seems to be very light bc non-dense, FULL of CARIES, black spots all over the places, black crown, sampled a part of root that is black	1.0Unit	Updated from API	AR0156.1.05	Tom Gilbert Freezer, bag A1 + A2, pulp extraction	2021-06-16	Maria Lopopolo	Hannes Schroeder	pulp	black deposit all over crown and slightly on inside pulp, could be caries or outside chemical reaction, very difficult to sample bc crown was broken	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.038Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
457	Laguna del Diamante Sitio 13	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Laguna del Diamante	-34.2323	-69.70235	rockshelter	Nothing entered	1.0Unit	Updated from API	AR0156	Ramiro Barberena	1	NA	NA	35-49	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0156.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	M2d Md	LD1	longitudinal cut, crown broke when cutting, crown very shallow will be difficult very good calculus, althouhg the weight of true calculus seems to be very light bc non-dense, FULL of CARIES, black spots all over the places, black crown, sampled a part of root that is black	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LagunaDelDiamante/AR0156.1	Black dots everywhere	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0156.1	ongitudinal cut, crown broke when cutting, crown very shallow will be difficult very good calculus, althouhg the weight of true calculus seems to be very light bc non-dense, FULL of CARIES, black spots all over the places, black crown, sampled a part of root that is black	1.0Unit	Updated from API	AR0156.1.06	Hannes Freezer, bag A1 + A2, A1 re-sampled root apex extraction	2021-10-29	Maria Lopopolo	Hannes Schroeder	root apex	some dark spots on external surface hard that did notcome out with decon, difficult to remove wth blade bc piece too small, piece a bit large but two roots apex still left	Nothing entered	maybe	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.235Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
458	Laguna del Diamante Sitio 13	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Laguna del Diamante	-34.2323	-69.70235	rockshelter	Nothing entered	1.0Unit	Updated from API	AR0157	Ramiro Barberena	2	1561 ± 44	14C	>35	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0157.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	PM2i Md	LD2	broken crown on surface, exposed pulp, black spots all over the crown an on upper part of the root	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LagunaDelDiamante/AR0157.1	Black dots everywhere	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0157.1	nan	1.0Unit	Updated from API	AR0157.1.01	Tom Gilbert Freezer, bag A1 + A2, calculus extraction	2021-05-21	Maria Lopopolo	Hannes Schroeder	dental calculus	very tiny piece of crown might have fell inside tube, very hard to take calculus, not sure is calculus	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.007Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
459	Laguna del Diamante Sitio 13	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Laguna del Diamante	-34.2323	-69.70235	rockshelter	Nothing entered	1.0Unit	Updated from API	AR0157	Ramiro Barberena	2	1561 ± 44	14C	>35	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0157.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	PM2i Md	LD2	broken crown on surface, exposed pulp, black spots all over the crown an on upper part of the root	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LagunaDelDiamante/AR0157.1	Black dots everywhere	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0157.1	nan	1.0Unit	Updated from API	AR0157.1.02	Tom Gilbert Freezer, bag A1 + A2, root extraction	2021-05-21	Maria Lopopolo	Hannes Schroeder	root	na	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.076Gram	Nothing entered	AR0157.1.0200	Freezer 4, drawer 5, UDG-SCR libraries no... 2	Maria Lopopolo	2021-07-15	Copenhagen	partial	c5	not kept	50	30		3.5e-05Liter		AR0157.1.0201	Sequencing	Maria Lopopolo	Copenhagen	2021-07-20	yes	10.91	2021-07-15	Set-up used (second denaturation was 15'') 2 cycles subtracted from qPCR suggestion	20	9	21.8491	1	3.2015	40	241		2021-07-23	20	2021-07-20	G11		3.5e-05Liter	
460	Laguna del Diamante Sitio 13	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Laguna del Diamante	-34.2323	-69.70235	rockshelter	Nothing entered	1.0Unit	Updated from API	AR0157	Ramiro Barberena	2	1561 ± 44	14C	>35	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0157.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	PM2i Md	LD2	broken crown on surface, exposed pulp, black spots all over the crown an on upper part of the root	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LagunaDelDiamante/AR0157.1	Black dots everywhere	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0157.1	nan	1.0Unit	Updated from API	AR0157.1.03	Tom Gilbert Freezer, bag A1 + A2, root back-up	2021-05-21	Maria Lopopolo	Hannes Schroeder	root	na	Nothing entered	yes	no	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.06Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
461	Laguna del Diamante Sitio 13	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Laguna del Diamante	-34.2323	-69.70235	rockshelter	Nothing entered	1.0Unit	Updated from API	AR0157	Ramiro Barberena	2	1561 ± 44	14C	>35	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0157.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	PM2i Md	LD2	broken crown on surface, exposed pulp, black spots all over the crown an on upper part of the root	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LagunaDelDiamante/AR0157.1	Black dots everywhere	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0157.1	nan	1.0Unit	Updated from API	AR0157.1.04	Tom Gilbert Freezer, bag A1 + A2, pulp extraction	2021-06-15	Maria Lopopolo	Hannes Schroeder	pulp	crown broke in more pieces upon collection of pulp, black stains and dots inside, perhaps pathologic	Nothing entered	maybe	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.054Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
462	Laguna del Diamante Sitio 2	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Laguna del Diamante	-34.184783333333	-69.706916666667	habitational structure	Nothing entered	1.0Unit	Updated from API	AR0158	Ramiro Barberena	Sitio2 Ind1	1436 ± 31	14C	>35	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0158.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	M	LD S2 I1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LagunaDelDiamante/AR0158.1	No root (most probably no pulp)	NA	nan	1.0Unit	Updated from API	AR0158.1.01	Hannes Freezer, bag Mix batch, mix batch ramiro barberena pulp extraction	2021-10-12	Maria Lopopolo	Hannes Schroeder	pulp	destroyed at the minimal pressure, so I collected pulp and enamel but there is almost nothing in there	Nothing entered	maybe	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.142Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
463	Laguna del Diamante Sitio 2	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Laguna del Diamante	-34.184783333333	-69.706916666667	habitational structure	Nothing entered	1.0Unit	Updated from API	AR0158	Ramiro Barberena	Sitio2 Ind1	1436 ± 31	14C	>35	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0158.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Tooth	M	LD S2 I1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LagunaDelDiamante/AR0158.1	No root (most probably no pulp)	NA	nan	1.0Unit	Updated from API	AR0158.1.02	Hannes Freezer, bag Mix batch, mix batch ramiro barberena pulp back-up extraction	2021-10-12	Maria Lopopolo	Hannes Schroeder	pulp	destroyed at the minimal pressure, so I collected pulp and enamel but there is almost nothing in there	Nothing entered	maybe	no	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.131Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
464	Las Cuevas 8	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Las Cuevas	-32.815316666667	-70.047783333333	rockshelter	Nothing entered	1.0Unit	Updated from API	AR0178	Ramiro Barberena	1	5755 ± 41	14C	4-5 years	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0178.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Petrous	Petrous right	LAS CUEVAS-1	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LasCuevas/AR0178.1	Don't know how to translate Alero	NA	?	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
465	Las Cuevas 8	Andean Highlands / Northern Mendoza	Argentina	Mendoza	Las Cuevas	-32.815316666667	-70.047783333333	rockshelter	Nothing entered	1.0Unit	Updated from API	AR0179	Ramiro Barberena	2	NA	NA	perinatal	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0179.1	In Tartu	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/RamiroBarberena/EX-2021-18124171	Petrous	Petrous	LAS CUEVAS-2	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/RamiroBarbarena/EX-2021-18124171/LasCuevas/AR0179.1	Don't know how to translate Alero	NA	?	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
466	Llancanelo	Southern Mendoza	Argentina	Mendoza	nan	-35.6	-69.1	Múltiple individualizado	Nothing entered	1.0Unit	Updated from API	AR0336	Gustavo Neme / Fito Gil / Eva Peralta	Llancanelo norte-Esq.7	855 (from ind spreadsheet)	NA	10-14.9 años (juvenil)	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0336.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-18671622	Tooth	Tooth	LLaN-Es7-1	crown broke in two pieces upon CEJ cut. Inside pulp very black(fossilised blood vessels or rather pathogens?)	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-11921165/Malargue/AR0336	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0336.1	"/
Comment from Drilling Session: crown broke in two pieces upon CEJ cut. Inside pulp very black(fossilised blood vessels or rather pathogens?)"	1.0Unit	Updated from API	AR0336.1.01	Tom Gilbert Freezer, bag A1 + A2, calculus extraction	2021-05-28	Maria Lopopolo	Hannes Schroeder	dental calculus	very very little calculus (just a tiny spot on crown)	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.0Gram	Updated from API / actual weight reported: <0.002g / actual weight reported: <0.002g / actual weight reported: <0.002g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
467	Llancanelo	Southern Mendoza	Argentina	Mendoza	nan	-35.6	-69.1	Múltiple individualizado	Nothing entered	1.0Unit	Updated from API	AR0336	Gustavo Neme / Fito Gil / Eva Peralta	Llancanelo norte-Esq.7	855 (from ind spreadsheet)	NA	10-14.9 años (juvenil)	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0336.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-18671622	Tooth	Tooth	LLaN-Es7-1	crown broke in two pieces upon CEJ cut. Inside pulp very black(fossilised blood vessels or rather pathogens?)	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-11921165/Malargue/AR0336	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0336.1	"/
Comment from Drilling Session: crown broke in two pieces upon CEJ cut. Inside pulp very black(fossilised blood vessels or rather pathogens?)"	1.0Unit	Updated from API	AR0336.1.02	Tom Gilbert Freezer, bag A1 + A2, root extraction	2021-05-28	Maria Lopopolo	Hannes Schroeder	root	root ok	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.117Gram	Updated from API	AR0336.1.0200	Freezer 4, drawer 5, UDG-SCR libraries no... 2	Maria Lopopolo	2021-07-15	Copenhagen	partial	c5	not kept	50	30		3.5e-05Liter		AR0336.1.0201	Sequencing	Maria Lopopolo	Copenhagen	2021-07-20	yes	12.61	2021-07-15	Set-up used (second denaturation was 15'') 2 cycles subtracted from qPCR suggestion	30	11	29.1839	1	4.7972	40	270		2021-07-23	20	2021-07-20	F7		3.5e-05Liter	
468	Llancanelo	Southern Mendoza	Argentina	Mendoza	nan	-35.6	-69.1	Múltiple individualizado	Nothing entered	1.0Unit	Updated from API	AR0336	Gustavo Neme / Fito Gil / Eva Peralta	Llancanelo norte-Esq.7	855 (from ind spreadsheet)	NA	10-14.9 años (juvenil)	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0336.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-18671622	Tooth	Tooth	LLaN-Es7-1	crown broke in two pieces upon CEJ cut. Inside pulp very black(fossilised blood vessels or rather pathogens?)	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-11921165/Malargue/AR0336	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0336.1	"/
Comment from Drilling Session: crown broke in two pieces upon CEJ cut. Inside pulp very black(fossilised blood vessels or rather pathogens?)"	1.0Unit	Updated from API	AR0336.1.03	Tom Gilbert Freezer, bag A1 + A2, root back-up	2021-05-28	Maria Lopopolo	Hannes Schroeder	root	root ok	Nothing entered	no	no	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.11Gram	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
469	Llancanelo	Southern Mendoza	Argentina	Mendoza	nan	-35.6	-69.1	Múltiple individualizado	Nothing entered	1.0Unit	Updated from API	AR0336	Gustavo Neme / Fito Gil / Eva Peralta	Llancanelo norte-Esq.7	855 (from ind spreadsheet)	NA	10-14.9 años (juvenil)	Female	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0336.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/GilNemePeralta/EX-2021-18671622	Tooth	Tooth	LLaN-Es7-1	crown broke in two pieces upon CEJ cut. Inside pulp very black(fossilised blood vessels or rather pathogens?)	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/NemeGilPerralta/EX-2021-11921165/Malargue/AR0336	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0336.1	"/
Comment from Drilling Session: crown broke in two pieces upon CEJ cut. Inside pulp very black(fossilised blood vessels or rather pathogens?)"	1.0Unit	Updated from API	AR0336.1.04	Tom Gilbert Freezer, bag A1 + A2, pulp extraction	2021-06-15	Maria Lopopolo	Hannes Schroeder	pulp	pulp was black inside, perhaps fossilized blood vessels in good conditions	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.052Gram	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
